AC-ID,AC-TITLE,AAD-ID,AAD-TITLE,LABEL,SCORE
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,BGD-CBD01,"Identifier les caractéristiques des données massives (volume, vélocité, variété, véracité)",0,0.1251825944
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,BGD-CBD02,Expliquer les enjeux liés au traitement de données massives,0,0.1818826314
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,BGD-CBD03,Expliquer les limites des systèmes de gestion de données traditionnels,0,0.2043346574
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,BGD-ARC01,Décrire l'organisation générale d'un système Big Data,0,0.1737874481
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,BGD-ARC02,"Expliquer le rôle des différentes couches (batch, temps réel, stockage)",0,0.0948251691
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,BGD-ARC03,"Décrire les étapes de traitement des données (collecte, traitement, stockage)",0,0.2849679126
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,BGD-STO01,Décrire les principes du stockage distribué des données,1,0.2386751483
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,BGD-STO02,"Expliquer les mécanismes assurant la fiabilité des données (réplication, distribution)",0,0.1334595556
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,BGD-STO03,Identifier différents types de bases de données adaptées au Big Data,0,0.2853199605
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,BGD-STO04,"Manipuler des données dans une base NoSQL (requêtes, insertion, modification)",0,0.0970746587
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,BGD-TRD01,Décrire le principe du traitement de données en mode batch,0,0.2779476271
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,BGD-TRD02,Expliquer le fonctionnement du modèle MapReduce,0,0.0605032866
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,BGD-TRD03,Concevoir un traitement distribué à partir d'un problème donné,0,0.0611792070
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,BGD-TRD04,Identifier les limites des traitements batch pour certaines applications,0,0.0907119566
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,BGD-TRT01,Expliquer les principes du traitement de données en flux,0,0.2417953444
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,BGD-TRT02,Comparer les traitements batch et temps réel,0,0.1437155049
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,BGD-TRT03,"Décrire les étapes d'un traitement de données en temps réel (collecte, traitement, stockage)",0,0.2997665573
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,BGD-TRT04,Utiliser des outils de traitement de flux pour analyser des données en temps réel,0,0.2067895287
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,BGD-COL01,Décrire les mécanismes de collecte de données dans un système distribué,1,0.3135096040
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,BGD-COL02,Expliquer le principe d'échange de données entre producteurs et consommateurs,0,0.1658075490
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,BGD-COL03,Interagir avec des services permettant d'accéder aux données (API),0,0.0911349749
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,BGD-COL04,Mettre à disposition des données via une interface ou un service,0,0.1187471575
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,BGD-SYS01,Mettre en place un environnement de travail pour le traitement de données,0,0.2283455966
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,BGD-SYS02,Exécuter des traitements distribués sur un système Big Data,0,0.0801278557
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,BGD-SYS03,Interpréter les résultats produits par un traitement de données,0,0.1778699907
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,BGD-PRJ01,Concevoir une architecture répondant à un besoin de traitement de données massives,0,0.1657991880
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,BGD-PRJ02,Intégrer différents outils dans une chaîne de traitement cohérente,0,0.1156870786
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,BGD-PRJ03,Exploiter et restituer les résultats d'un traitement de données,0,0.2335611006
specifier-1.2,Décomposer et organiser un processus,BGD-CBD01,"Identifier les caractéristiques des données massives (volume, vélocité, variété, véracité)",0,0.0547334449
specifier-1.2,Décomposer et organiser un processus,BGD-CBD02,Expliquer les enjeux liés au traitement de données massives,0,0.0560605944
specifier-1.2,Décomposer et organiser un processus,BGD-CBD03,Expliquer les limites des systèmes de gestion de données traditionnels,0,0.0568732146
specifier-1.2,Décomposer et organiser un processus,BGD-ARC01,Décrire l'organisation générale d'un système Big Data,1,0.1435733939
specifier-1.2,Décomposer et organiser un processus,BGD-ARC02,"Expliquer le rôle des différentes couches (batch, temps réel, stockage)",1,0.0866812297
specifier-1.2,Décomposer et organiser un processus,BGD-ARC03,"Décrire les étapes de traitement des données (collecte, traitement, stockage)",1,0.0946224542
specifier-1.2,Décomposer et organiser un processus,BGD-STO01,Décrire les principes du stockage distribué des données,0,0.0821073232
specifier-1.2,Décomposer et organiser un processus,BGD-STO02,"Expliquer les mécanismes assurant la fiabilité des données (réplication, distribution)",0,0.0850665523
specifier-1.2,Décomposer et organiser un processus,BGD-STO03,Identifier différents types de bases de données adaptées au Big Data,0,0.0585323339
specifier-1.2,Décomposer et organiser un processus,BGD-STO04,"Manipuler des données dans une base NoSQL (requêtes, insertion, modification)",0,0.0575270131
