AC-ID,AC-TITLE,AAD-ID,AAD-TITLE,LABEL,SCORE
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,CAPT-Capt01,"Définir et classer les différents types de capteurs en fonction de leurs caractéristiques : actif/passif, nature du mesurande ou du signal de sortie, analogique/numérique/logique, mesure directe/indirecte",1,0.2892242036
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,CAPT-Capt02,Décrire les signaux/données d'entrée/sortie,1,0.5583918254
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,CAPT-Capt03,Définir les caractéristiques métrologiques des capteurs,1,0.0643790978
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,CAPT-Capt04,Caractériser les erreurs de mesures liées aux capteurs.,1,0.0966759682
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,CAPT-Capt05,"Interpréter la position dans différents repères de référence (géocentrique, terrestre, local, ENU, NED)",0,0.0663642244
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,CAPT-Capt06,Analyser des trames NMEA pour extraire les données utiles,0,0.0916631220
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,CAPT-Capt07,"Comparer différentes représentations de l’orientation (angles, matrices)",0,0.0750128743
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,CAPT-Capt08,"Décrire les principes physiques (semi-conducteur, laser) associés à des capteurs de perception",0,0.1783011652
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,CAPT-Capt09,"Comparer les performances des capteurs (portée, résolution, fréquence)",0,0.0634704480
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,CAPT-Capt10,Interpréter les résultats de détection ou de mesure de distance,0,0.1819668961
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,CAPT-Capt11,Appliquer un filtrage simple pour réduire le bruit sur un signal mesuré,0,0.0129549742
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,CAPT-Capt12,"Synchroniser les données issues de capteurs différents (IMU, GPS)",0,0.1406031997
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,CAPT-Capt13,Prétraiter les données pour compenser les dérives ou biais,0,0.1072120058
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,CAPT-Capt14,Mettre en œuvre un filtre de Kalman linéaire,0,0.1165083178
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,CAPT-Capt15,Présenter les limites du modèle linéaire et expliquer le filtre de Kalman étendu,0,0.1023404982
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,CAPT-Capt16,Expliquer les intérêts d’une fusion multi-capteurs pour la robustesse,0,0.0502065763
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,CAPT-Capt17,Interpréter les résultats de la fusion dans le contexte de la navigation,0,0.1293412799
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,CAPT-Capt18,Utiliser un capteur avec une carte raspberry,0,0.0253614664
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,CAPT-Capt19,"Développer un programme python pour utiliser les capteurs ou pour traiter les données (filtre, kalman…)",0,0.0887624228
specifier-1.2,Décomposer et organiser un processus,CAPT-Capt01,"Définir et classer les différents types de capteurs en fonction de leurs caractéristiques : actif/passif, nature du mesurande ou du signal de sortie, analogique/numérique/logique, mesure directe/indirecte",0,0.0521808093
