AC-ID,AC-TITLE,AAD-ID,AAD-TITLE,LABEL,MEAN-MAXSIM
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,AUTO-AUT01,"Définir et classer les systèmes selon des caractéristiques telles que : statique/dynamique, monovariable/multivariable, continu/discret, linéaire/non-linéaire, causal et invariant.",1,0.5531836748
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,AUTO-AUT02,"Décrire la nature des signaux d'entrée/sortie, qu'ils soient continus ou discrets.",1,0.5915982127
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,AUTO-AUT03,"Identifier la classe d’un système à partir de sa réponse indicielle, impulsionnelle, etc.",1,0.5356708765
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,AUTO-AUT04,Représenter des signaux en utilisant un outil numérique (Scilab),0,0.5290625691
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,AUTO-AUT05,Analyser la stabilité d’un système en étudiant sa fonction de transfert à l’aide d’un outil numérique (Scilab),0,0.5382628441
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,AUTO-AUT06,"Tracer des les diagrammes de réponse en fréquence (gain, phase) à l’aide d’un outil numérique (Scilab)",0,0.5443475246
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,AUTO-AUT07,"Identifier les exigences clés dans la conception d’un système de commande : stabilité, marges, précision, rapidité, rejet des perturbations, robustesse.",0,0.5164880157
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,AUTO-AUT08,"Proposer une stratégie générale pour analyser un système non corrigé, définir les exigences, synthétiser un correcteur et vérifier les performances.",0,0.5184931755
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,AUTO-AUT09,Déterminer la fonction de transfert d'un système LTI continu à partir de son équation différentielle.,0,0.5294370651
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,AUTO-AUT10,"Identifier les éléments caractéristiques d'une fonction de transfert : pôles, zéros et gain.",0,0.5189605951
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,AUTO-AUT11,"Analyser la réponse temporelle des systèmes du premier ordre (intégrateur, premier ordre) soumis à des signaux d’entrée standards.",0,0.5453966856
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,AUTO-AUT12,"Analyser les caractéristiques temporelles (amortissement, oscillations, temps de stabilisation) des systèmes du second ordre en fonction de leurs pôles et de leurs paramètres.",0,0.5236480236
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,AUTO-AUT13,Appliquer la transformée de Laplace et ses propriétés aux signaux et aux systèmes.,0,0.5035809278
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,AUTO-AUT14,"Analyser la réponse fréquentielle des systèmes LTI à l’aide des diagrammes de Bode, Nyquist et Black.",0,0.4956980050
