AC-ID,AC-TITLE,AAD-ID,AAD-TITLE,LABEL,MEAN-MAXSIM
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,BD1-GEN101,Identifier les caractéristiques d'un problème permettant de justifier d'une base de données selon le modèle relationnel,0,0.5091437697
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,BD1-GEN102,Expliquer le fonctionnement général et les principaux objectifs d'un SGBD,0,0.5172210336
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,BD1-GEN103,Expliciter les étapes de réalisation d'une base de données relationnelle,0,0.5214850307
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,BD1-GEN201,Donner un exemple de relation contenue dans la méta-base,0,0.5040354133
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,BD1-GEN202,Différencier le schéma d'une instance de base de données,0,0.5266601443
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,BD1-CON101,"Concevoir (i.e. définir les schéma) une base de données relationnelle selon les 3 niveaux d'abstraction : externe, conceptuel, interne",0,0.5447723866
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,BD1-CON102,Expliciter les éléments d'un schéma E/A,0,0.5417006016
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,BD1-CON103,Produire un schéma relationnel cohérent vis à vis du schéma E/A à partir des règles du cours,0,0.4736545682
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,BD1-CON104,"Justifier des méthodes de transformation M, N (cas 4) vs. 1,1 (cas 3)",0,0.5242570639
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,BD1-CON105,Définir une clé primaire appropriée pour une table au regard du contexte,0,0.4724909067
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,BD1-CON106,Définir une clé primaire appropriée pour une table au regard d'un ensemble de dépendances fonctionnelles,0,0.4723513424
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,BD1-CON107,Définir les contraintes d'intégrité référentielles,0,0.4983482361
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,BD1-CON108,Définir les (autres) contraintes d'intégrité appropriées au regard du contexte,0,0.4947577417
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,BD1-EVA201,Identifier les anomalies d'un schéma relationnel,0,0.5299629569
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,BD1-EVA202,Définir les dépendances fonctionnelles entre les attributs,0,0.5175967216
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,BD1-EVA203,Décomposer un schéma relationnel de manière approprié,0,0.5172873735
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,BD1-EVA204,Évaluer la forme normale d'un schéma relationnel,0,0.5031665564
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,BD1-EVA205,Réaliser la fermeture transitive d'une couverture minimale,0,0.4864281118
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,BD1-EVA206,Transformer un schéma relationnel pour « améliorer » sa forme normale,0,0.5033612847
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,BD1-EVA207,Argumenter en faveur ou non (dénormalisation) de l'équivalence modèle logique vs. modèle physique,0,0.4889904857
specifier-1.1,Décrire les types de données en entrée et sortie de chaque composant,BD1-LAN101,Expliciter les éléments d'une requête en algèbre relationnelle au format textuel,0,0.4812259078
